유도탄 SN,일시,온도,습도,진동,위도,경도,분석값
E79051H0N147805,2022-08-31 19:00,22.7,80,0,36.6,128.2,0
E79051H0N147805,2022-08-31 20:00,22,84,0,36.6,128.2,0
E79051H0N147805,2022-08-31 21:00,21.4,89,0,36.6,128.2,0
E79051H0N147805,2022-08-31 22:00,20.9,90,0,36.6,128.2,0
E79051H0N147805,2022-08-31 23:00,20.8,91,0,36.6,128.2,0
E79051H0N147805,2022-09-01 0:00,20.8,90,0,36.6,128.2,0
E79051H0N147805,2022-09-01 1:00,20.5,92,0,36.6,128.2,0
E79051H0N147805,2022-09-01 2:00,20.3,93,0,36.6,128.2,0
E79051H0N147805,2022-09-01 3:00,20.3,94,0,36.6,128.2,0
E79051H0N147805,2022-09-01 4:00,20.3,92,0,36.6,128.2,0
E79051H0N147805,2022-09-01 5:00,20.3,92,0,36.6,128.2,0
E79051H0N147805,2022-09-01 6:00,19.8,92,0,36.6,128.2,0
E79051H0N147805,2022-09-01 7:00,20.5,88,0,36.6,128.2,0
E79051H0N147805,2022-09-01 8:00,21,83,0,36.6,128.2,0
E79051H0N147805,2022-09-01 9:00,22.5,79,0,36.6,128.2,0
E79051H0N147805,2022-09-01 10:00,22.7,77,0,36.6,128.2,0
E79051H0N147805,2022-09-01 11:00,24.5,66,0,36.6,128.2,0
E79051H0N147805,2022-09-01 12:00,24.2,69,0,36.6,128.2,0
E79051H0N147805,2022-09-01 13:00,24.4,67,0,36.6,128.2,0
E79051H0N147805,2022-09-01 14:00,23.9,73,0,36.6,128.2,0
E79051H0N147805,2022-09-01 15:00,24.7,72,0,36.6,128.2,0
E79051H0N147805,2022-09-01 16:00,24.2,68,0,36.6,128.2,0
E79051H0N147805,2022-09-01 17:00,24.3,71,0,36.6,128.2,0
E79051H0N147805,2022-09-01 18:00,23.1,79,0,36.6,128.2,0
E79051H0N147805,2022-09-01 19:00,22,84,0,36.6,128.2,0
E79051H0N147805,2022-09-01 20:00,21.3,89,0,36.6,128.2,0
E79051H0N147805,2022-09-01 21:00,20.5,91,0,36.6,128.2,0
E79051H0N147805,2022-09-01 22:00,20,93,0,36.6,128.2,0
E79051H0N147805,2022-09-01 23:00,19.6,93,0,36.6,128.2,0
E79051H0N147805,2022-09-02 0:00,19.1,93,0,36.6,128.2,0
E79051H0N147805,2022-09-02 1:00,18.5,95,0,36.6,128.2,0
E79051H0N147805,2022-09-02 2:00,18.3,94,0,36.6,128.2,0
E79051H0N147805,2022-09-02 3:00,18.1,94,0,36.6,128.2,0
E79051H0N147805,2022-09-02 4:00,18.1,95,0,36.6,128.2,0
E79051H0N147805,2022-09-02 5:00,18.3,95,0,36.6,128.2,0
E79051H0N147805,2022-09-02 6:00,18.1,95,0,36.6,128.2,0
E79051H0N147805,2022-09-02 7:00,18.6,94,0,36.6,128.2,0
E79051H0N147805,2022-09-02 8:00,19.5,89,0,36.6,128.2,0
E79051H0N147805,2022-09-02 9:00,20.1,86,0,36.6,128.2,0
E79051H0N147805,2022-09-02 10:00,21.5,78,0,36.6,128.2,0
E79051H0N147805,2022-09-02 11:00,22.7,74,0,36.6,128.2,0
E79051H0N147805,2022-09-02 12:00,23.4,71,0,36.6,128.2,0
E79051H0N147805,2022-09-02 13:00,24.2,68,0,36.6,128.2,0
E79051H0N147805,2022-09-02 14:00,24.7,63,0,36.6,128.2,0
E79051H0N147805,2022-09-02 15:00,24.4,65,0,36.6,128.2,0
E79051H0N147805,2022-09-02 16:00,23.8,65,0,36.6,128.2,0
E79051H0N147805,2022-09-02 17:00,23.4,68,0,36.6,128.2,0
E79051H0N147805,2022-09-02 18:00,23.3,70,0,36.6,128.2,0
E79051H0N147805,2022-09-02 19:00,22.7,74,0,36.6,128.2,0
E79051H0N147805,2022-09-02 20:00,22.6,75,0,36.6,128.2,0
E79051H0N147805,2022-09-02 21:00,22.4,75,0,36.6,128.2,0
E79051H0N147805,2022-09-02 22:00,21.8,80,0,36.6,128.2,0
E79051H0N147805,2022-09-02 23:00,21.8,76,0,36.6,128.2,0
E79051H0N147805,2022-09-03 0:00,21.8,75,0,36.6,128.2,0
E79051H0N147805,2022-09-03 1:00,21.8,76,0,36.6,128.2,0
E79051H0N147805,2022-09-03 2:00,21.7,76,0,36.6,128.2,0
E79051H0N147805,2022-09-03 3:00,21.3,79,0,36.6,128.2,0
E79051H0N147805,2022-09-03 4:00,21.2,78,0,36.6,128.2,0
E79051H0N147805,2022-09-03 5:00,20.6,85,0,36.6,128.2,0
E79051H0N147805,2022-09-03 6:00,20.8,82,0,36.6,128.2,0
E79051H0N147805,2022-09-03 7:00,21,80,0,36.6,128.2,0
E79051H0N147805,2022-09-03 8:00,21.9,75,0,36.6,128.2,0
E79051H0N147805,2022-09-03 9:00,22.4,73,0,36.6,128.2,0
E79051H0N147805,2022-09-03 10:00,23.1,73,0,36.6,128.2,0
E79051H0N147805,2022-09-03 11:00,21.9,86,0,36.6,128.2,0
E79051H0N147805,2022-09-03 12:00,22.5,81,0,36.6,128.2,0
E79051H0N147805,2022-09-03 13:00,22.2,84,0,36.6,128.2,0
E79051H0N147805,2022-09-03 14:00,22.5,82,0,36.6,128.2,0
E79051H0N147805,2022-09-03 15:00,22.7,82,0,36.6,128.2,0
E79051H0N147805,2022-09-03 16:00,23.2,74,0,36.6,128.2,0
E79051H0N147805,2022-09-03 17:00,23.3,72,0,36.6,128.2,0
E79051H0N147805,2022-09-03 18:00,23,74,0,36.6,128.2,0
E79051H0N147805,2022-09-03 19:00,22.4,76,0,36.6,128.2,0
E79051H0N147805,2022-09-03 20:00,22.1,77,0,36.6,128.2,0
E79051H0N147805,2022-09-03 21:00,21.3,84,0,36.6,128.2,0
E79051H0N147805,2022-09-03 22:00,21.4,81,0,36.6,128.2,0
E79051H0N147805,2022-09-03 23:00,21,84,0,36.6,128.2,0
E79051H0N147805,2022-09-04 0:00,20.3,90,0,36.6,128.2,0
E79051H0N147805,2022-09-04 1:00,20.2,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 2:00,20.1,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 3:00,20.2,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 4:00,20,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 5:00,20.1,91,0,36.6,128.2,0
E79051H0N147805,2022-09-04 6:00,20.2,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 7:00,20.3,91,0,36.6,128.2,0
E79051H0N147805,2022-09-04 8:00,20.6,89,0,36.6,128.2,0
E79051H0N147805,2022-09-04 9:00,21.1,86,0,36.6,128.2,0
E79051H0N147805,2022-09-04 10:00,22.6,78,0,36.6,128.2,0
E79051H0N147805,2022-09-04 11:00,22.9,76,0,36.6,128.2,0
E79051H0N147805,2022-09-04 12:00,24.9,72,0,36.6,128.2,0
E79051H0N147805,2022-09-04 13:00,26.4,72,0,36.6,128.2,0
E79051H0N147805,2022-09-04 14:00,26.3,74,0,36.6,128.2,0
E79051H0N147805,2022-09-04 15:00,26.8,74,0,36.6,128.2,0
E79051H0N147805,2022-09-04 16:00,27.1,71,0,36.6,128.2,0
E79051H0N147805,2022-09-04 17:00,27.3,72,0,36.6,128.2,0
E79051H0N147805,2022-09-04 18:00,26.2,80,0,36.6,128.2,0
E79051H0N147805,2022-09-04 19:00,24.8,89,0,36.6,128.2,0
E79051H0N147805,2022-09-04 20:00,24.5,90,0,36.6,128.2,0
E79051H0N147805,2022-09-04 21:00,24.1,92,0,36.6,128.2,0
E79051H0N147805,2022-09-04 22:00,23.9,93,0,36.6,128.2,0
E79051H0N147805,2022-09-04 23:00,23.7,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 0:00,23.5,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 1:00,23.1,94,0,36.6,128.2,0
E79051H0N147805,2022-09-05 2:00,23.3,94,0,36.6,128.2,0
E79051H0N147805,2022-09-05 3:00,23,94,0,36.6,128.2,0
E79051H0N147805,2022-09-05 4:00,23,94,0,36.6,128.2,0
E79051H0N147805,2022-09-05 5:00,23.1,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 6:00,23.1,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 7:00,23.4,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 8:00,23.5,92,0,36.6,128.2,0
E79051H0N147805,2022-09-05 9:00,24,89,0,36.6,128.2,0
E79051H0N147805,2022-09-05 10:00,24.6,89,0,36.6,128.2,0
E79051H0N147805,2022-09-05 11:00,25.2,86,0,36.6,128.2,0
E79051H0N147805,2022-09-05 12:00,25.1,88,0,36.6,128.2,0
E79051H0N147805,2022-09-05 13:00,25.5,88,0,36.6,128.2,0
E79051H0N147805,2022-09-05 14:00,25.4,90,0,36.6,128.2,0
E79051H0N147805,2022-09-05 15:00,25.3,92,0,36.6,128.2,0
E79051H0N147805,2022-09-05 16:00,25.4,92,0,36.6,128.2,0
E79051H0N147805,2022-09-05 17:00,24.9,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 18:00,24.6,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 19:00,24.5,92,0,36.6,128.2,0
E79051H0N147805,2022-09-05 20:00,24.4,93,0,36.6,128.2,0
E79051H0N147805,2022-09-05 21:00,24,88,0,36.6,128.2,0
E79051H0N147805,2022-09-05 22:00,23.3,91,0,36.6,128.2,0
E79051H0N147805,2022-09-05 23:00,22.7,93,0,36.6,128.2,0
E79051H0N147805,2022-09-06 0:00,22.3,94,0,36.6,128.2,0
E79051H0N147805,2022-09-06 1:00,22,94,0,36.6,128.2,0
E79051H0N147805,2022-09-06 2:00,22,93,0,36.6,128.2,0
E79051H0N147805,2022-09-06 3:00,21.5,93,0,36.6,128.2,0
E79051H0N147805,2022-09-06 4:00,20.5,92,0,36.6,128.2,0
E79051H0N147805,2022-09-06 5:00,19.6,90,0,36.6,128.2,0
E79051H0N147805,2022-09-06 6:00,19.7,87,0,36.6,128.2,0
E79051H0N147805,2022-09-06 7:00,19.3,89,0,36.6,128.2,0
E79051H0N147805,2022-09-06 8:00,18.6,89,0,36.6,128.2,0
E79051H0N147805,2022-09-06 9:00,19,88,0,36.6,128.2,0
E79051H0N147805,2022-09-06 10:00,20.1,82,0,36.6,128.2,0
E79051H0N147805,2022-09-06 11:00,22.8,70,0,36.6,128.2,0
E79051H0N147805,2022-09-06 12:00,23,66,0,36.6,128.2,0
E79051H0N147805,2022-09-06 13:00,23.5,64,0,36.6,128.2,0
E79051H0N147805,2022-09-06 14:00,23.7,63,0,36.6,128.2,0
E79051H0N147805,2022-09-06 15:00,24.8,61,0,36.6,128.2,0
E79051H0N147805,2022-09-06 16:00,24.6,63,0,36.6,128.2,0
E79051H0N147805,2022-09-06 17:00,25.2,56,0,36.6,128.2,0
E79051H0N147805,2022-09-06 18:00,23.6,64,0,36.6,128.2,0
E79051H0N147805,2022-09-06 19:00,22.5,67,0,36.6,128.2,0
E79051H0N147805,2022-09-06 20:00,21.2,70,0,36.6,128.2,0
E79051H0N147805,2022-09-06 21:00,20.1,76,0,36.6,128.2,0
E79051H0N147805,2022-09-06 22:00,19.4,78,0,36.6,128.2,0
E79051H0N147805,2022-09-06 23:00,18.8,78,0,36.6,128.2,0
E79051H0N147805,2022-09-07 0:00,19,73,0,36.6,128.2,0
E79051H0N147805,2022-09-07 1:00,17.1,81,0,36.6,128.2,0
E79051H0N147805,2022-09-07 2:00,16.7,82,0,36.6,128.2,0
E79051H0N147805,2022-09-07 3:00,15.8,84,0,36.6,128.2,0
E79051H0N147805,2022-09-07 4:00,15.2,87,0,36.6,128.2,0
E79051H0N147805,2022-09-07 5:00,14.8,90,0,36.6,128.2,0
E79051H0N147805,2022-09-07 6:00,14.8,89,0,36.6,128.2,0
E79051H0N147805,2022-09-07 7:00,15.1,87,0,36.6,128.2,0
E79051H0N147805,2022-09-07 8:00,17.3,78,0,36.6,128.2,0
E79051H0N147805,2022-09-07 9:00,21,66,0,36.6,128.2,0
E79051H0N147805,2022-09-07 10:00,23.4,60,0,36.6,128.2,0
E79051H0N147805,2022-09-07 11:00,24.9,56,0,36.6,128.2,0
E79051H0N147805,2022-09-07 12:00,27.1,44,0,36.6,128.2,0
E79051H0N147805,2022-09-07 13:00,27.4,40,0,36.6,128.2,0
E79051H0N147805,2022-09-07 14:00,28.1,38,0,36.6,128.2,0
E79051H0N147805,2022-09-07 15:00,28.3,37,0,36.6,128.2,0
E79051H0N147805,2022-09-07 16:00,28.2,39,0,36.6,128.2,0
E79051H0N147805,2022-09-07 17:00,26.6,43,0,36.6,128.2,0
E79051H0N147805,2022-09-07 18:00,24.3,56,0,36.6,128.2,0
E79051H0N147805,2022-09-07 19:00,22.2,62,0,36.6,128.2,0
E79051H0N147805,2022-09-07 20:00,20.8,70,0,36.6,128.2,0
E79051H0N147805,2022-09-07 21:00,19.9,71,0,36.6,128.2,0
E79051H0N147805,2022-09-07 22:00,18.8,76,0,36.6,128.2,0
E79051H0N147805,2022-09-07 23:00,18,81,0,36.6,128.2,0
E79051H0N147805,2022-09-08 0:00,17.3,83,0,36.6,128.2,0
E79051H0N147805,2022-09-08 1:00,17.1,84,0,36.6,128.2,0
E79051H0N147805,2022-09-08 2:00,16.6,87,0,36.6,128.2,0
E79051H0N147805,2022-09-08 3:00,15.7,90,0,36.6,128.2,0
E79051H0N147805,2022-09-08 4:00,15.1,91,0,36.6,128.2,0
E79051H0N147805,2022-09-08 5:00,14.5,91,0,36.6,128.2,0
E79051H0N147805,2022-09-08 6:00,14.5,92,0,36.6,128.2,0
E79051H0N147805,2022-09-08 7:00,15.1,90,0,36.6,128.2,0
E79051H0N147805,2022-09-08 8:00,17.5,78,0,36.6,128.2,0
E79051H0N147805,2022-09-08 9:00,20,68,0,36.6,128.2,0
E79051H0N147805,2022-09-08 10:00,22.3,61,0,36.6,128.2,0
E79051H0N147805,2022-09-08 11:00,23.8,52,0,36.6,128.2,0
E79051H0N147805,2022-09-08 12:00,25.2,50,0,36.6,128.2,0
E79051H0N147805,2022-09-08 13:00,27.9,42,0,36.6,128.2,0
E79051H0N147805,2022-09-08 14:00,27.9,43,0,36.6,128.2,0
E79051H0N147805,2022-09-08 15:00,28.2,39,0,36.6,128.2,0
E79051H0N147805,2022-09-08 16:00,28.2,42,0,36.6,128.2,0
E79051H0N147805,2022-09-08 17:00,26.9,47,0,36.6,128.2,0
E79051H0N147805,2022-09-08 18:00,24.6,61,0,36.6,128.2,0
E79051H0N147805,2022-09-08 19:00,22.4,69,0,36.6,128.2,0
E79051H0N147805,2022-09-08 20:00,20.9,74,0,36.6,128.2,0
E79051H0N147805,2022-09-08 21:00,19.9,78,0,36.6,128.2,0
E79051H0N147805,2022-09-08 22:00,19.3,80,0,36.6,128.2,0
E79051H0N147805,2022-09-08 23:00,18.8,83,0,36.6,128.2,0
E79051H0N147805,2022-09-09 0:00,18.4,84,0,36.6,128.2,0
E79051H0N147805,2022-09-09 1:00,17.7,87,0,36.6,128.2,0
E79051H0N147805,2022-09-09 2:00,17.2,90,0,36.6,128.2,0
E79051H0N147805,2022-09-09 3:00,16.8,91,0,36.6,128.2,0
E79051H0N147805,2022-09-09 4:00,16.2,92,0,36.6,128.2,0
E79051H0N147805,2022-09-09 5:00,15.9,92,0,36.6,128.2,0
E79051H0N147805,2022-09-09 6:00,15.7,92,0,36.6,128.2,0
E79051H0N147805,2022-09-09 7:00,16.5,91,0,36.6,128.2,0
E79051H0N147805,2022-09-09 8:00,18.1,86,0,36.6,128.2,0
E79051H0N147805,2022-09-09 9:00,19.7,76,0,36.6,128.2,0
E79051H0N147805,2022-09-09 10:00,21.5,67,0,36.6,128.2,0
E79051H0N147805,2022-09-09 11:00,23.7,58,0,36.6,128.2,0
E79051H0N147805,2022-09-09 12:00,24.6,53,0,36.6,128.2,0
E79051H0N147805,2022-09-09 13:00,25.8,51,0,36.6,128.2,0
E79051H0N147805,2022-09-09 14:00,26.5,50,0,36.6,128.2,0
E79051H0N147805,2022-09-09 15:00,27.5,48,0,36.6,128.2,0
E79051H0N147805,2022-09-09 16:00,27.9,45,0,36.6,128.2,0
E79051H0N147805,2022-09-09 17:00,27.7,48,0,36.6,128.2,0
E79051H0N147805,2022-09-09 18:00,26.5,45,0,36.6,128.2,0
E79051H0N147805,2022-09-09 19:00,24.2,59,0,36.6,128.2,0
E79051H0N147805,2022-09-09 20:00,23,62,0,36.6,128.2,0
E79051H0N147805,2022-09-09 21:00,21.7,64,0,36.6,128.2,0
E79051H0N147805,2022-09-09 22:00,20.4,70,0,36.6,128.2,0
E79051H0N147805,2022-09-09 23:00,18.4,78,0,36.6,128.2,0
E79051H0N147805,2022-09-10 0:00,17.9,81,0,36.6,128.2,0
E79051H0N147805,2022-09-10 1:00,17.4,84,0,36.6,128.2,0
E79051H0N147805,2022-09-10 2:00,17.3,86,0,36.6,128.2,0
E79051H0N147805,2022-09-10 3:00,17.2,87,0,36.6,128.2,0
E79051H0N147805,2022-09-10 4:00,17.3,87,0,36.6,128.2,0
E79051H0N147805,2022-09-10 5:00,17.3,86,0,36.6,128.2,0
E79051H0N147805,2022-09-10 6:00,17.3,88,0,36.6,128.2,0
E79051H0N147805,2022-09-10 7:00,17.9,87,0,36.6,128.2,0
E79051H0N147805,2022-09-10 8:00,18.7,82,0,36.6,128.2,0
E79051H0N147805,2022-09-10 9:00,19.7,77,0,36.6,128.2,0
E79051H0N147805,2022-09-10 10:00,20.5,73,0,36.6,128.2,0
E79051H0N147805,2022-09-10 11:00,21.4,69,0,36.6,128.2,0
E79051H0N147805,2022-09-10 12:00,21.2,71,0,36.6,128.2,0
E79051H0N147805,2022-09-10 13:00,21.4,72,0,36.6,128.2,0
E79051H0N147805,2022-09-10 14:00,23.1,64,0,36.6,128.2,0
E79051H0N147805,2022-09-10 15:00,23.7,55,0,36.6,128.2,0
E79051H0N147805,2022-09-10 16:00,24.8,53,0,36.6,128.2,0
E79051H0N147805,2022-09-10 17:00,24.4,51,0,36.6,128.2,0
E79051H0N147805,2022-09-10 18:00,22.9,59,0,36.6,128.2,0
E79051H0N147805,2022-09-10 19:00,20.7,74,0,36.6,128.2,0
E79051H0N147805,2022-09-10 20:00,19.9,78,0,36.6,128.2,0
E79051H0N147805,2022-09-10 21:00,19.5,79,0,36.6,128.2,0
E79051H0N147805,2022-09-10 22:00,18.4,83,0,36.6,128.2,0
E79051H0N147805,2022-09-10 23:00,18.2,84,0,36.6,128.2,0
E79051H0N147805,2022-09-11 0:00,18.1,84,0,36.6,128.2,0
E79051H0N147805,2022-09-11 1:00,18.5,84,0,36.6,128.2,0
E79051H0N147805,2022-09-11 2:00,18.7,83,0,36.6,128.2,0
E79051H0N147805,2022-09-11 3:00,18.6,85,0,36.6,128.2,0
E79051H0N147805,2022-09-11 4:00,18.6,84,0,36.6,128.2,0
E79051H0N147805,2022-09-11 5:00,18.5,85,0,36.6,128.2,0
E79051H0N147805,2022-09-11 6:00,18.3,86,0,36.6,128.2,0
E79051H0N147805,2022-09-11 7:00,19,84,0,36.6,128.2,0
E79051H0N147805,2022-09-11 8:00,19.3,82,0,36.6,128.2,0
E79051H0N147805,2022-09-11 9:00,21.8,70,0,36.6,128.2,0
E79051H0N147805,2022-09-11 10:00,22.6,66,0,36.6,128.2,0
E79051H0N147805,2022-09-11 11:00,24.2,66,0,36.6,128.2,0
E79051H0N147805,2022-09-11 12:00,24.9,61,0,36.6,128.2,0
E79051H0N147805,2022-09-11 13:00,25.7,61,0,36.6,128.2,0
E79051H0N147805,2022-09-11 14:00,26.7,59,0,36.6,128.2,0
E79051H0N147805,2022-09-11 15:00,26.9,59,0,36.6,128.2,0
E79051H0N147805,2022-09-11 16:00,27,61,0,36.6,128.2,0
E79051H0N147805,2022-09-11 17:00,26.8,60,0,36.6,128.2,0
E79051H0N147805,2022-09-11 18:00,25.9,63,0,36.6,128.2,0
E79051H0N147805,2022-09-11 19:00,23.8,75,0,36.6,128.2,0
E79051H0N147805,2022-09-11 20:00,22.8,79,0,36.6,128.2,0
E79051H0N147805,2022-09-11 21:00,21.9,82,0,36.6,128.2,0
E79051H0N147805,2022-09-11 22:00,21.1,86,0,36.6,128.2,0
E79051H0N147805,2022-09-11 23:00,20.6,87,0,36.6,128.2,0
E79051H0N147805,2022-09-12 0:00,20.2,88,0,36.6,128.2,0
E79051H0N147805,2022-09-12 1:00,19.9,88,0,36.6,128.2,0
E79051H0N147805,2022-09-12 2:00,19.8,88,0,36.6,128.2,0
E79051H0N147805,2022-09-12 3:00,19.5,89,0,36.6,128.2,0
E79051H0N147805,2022-09-12 4:00,19.2,90,0,36.6,128.2,0
E79051H0N147805,2022-09-12 5:00,18.9,91,0,36.6,128.2,0
E79051H0N147805,2022-09-12 6:00,18.7,91,0,36.6,128.2,0
E79051H0N147805,2022-09-12 7:00,18.8,91,0,36.6,128.2,0
E79051H0N147805,2022-09-12 8:00,20.5,84,0,36.6,128.2,0
E79051H0N147805,2022-09-12 9:00,21.4,80,0,36.6,128.2,0
E79051H0N147805,2022-09-12 10:00,22.4,77,0,36.6,128.2,0
E79051H0N147805,2022-09-12 11:00,23.3,72,0,36.6,128.2,0
E79051H0N147805,2022-09-12 12:00,24,67,0,36.6,128.2,0
E79051H0N147805,2022-09-12 13:00,24.3,65,0,36.6,128.2,0
E79051H0N147805,2022-09-12 14:00,23.9,67,0,36.6,128.2,0
E79051H0N147805,2022-09-12 15:00,23.4,80,0,36.6,128.2,0
E79051H0N147805,2022-09-12 16:00,23.8,71,0,36.6,128.2,0
E79051H0N147805,2022-09-12 17:00,23.9,73,0,36.6,128.2,0
E79051H0N147805,2022-09-12 18:00,22.9,81,0,36.6,128.2,0
E79051H0N147805,2022-09-12 19:00,22.1,84,0,36.6,128.2,0
E79051H0N147805,2022-09-12 20:00,21.6,86,0,36.6,128.2,0
E79051H0N147805,2022-09-12 21:00,21.3,86,0,36.6,128.2,0
E79051H0N147805,2022-09-12 22:00,21,88,0,36.6,128.2,0
E79051H0N147805,2022-09-12 23:00,20.7,89,0,36.6,128.2,0
E79051H0N147805,2022-09-13 0:00,20.5,90,0,36.6,128.2,0
E79051H0N147805,2022-09-13 1:00,20.4,90,0,36.6,128.2,0
E79051H0N147805,2022-09-13 2:00,20.2,91,0,36.6,128.2,0
E79051H0N147805,2022-09-13 3:00,20.1,92,0,36.6,128.2,0
E79051H0N147805,2022-09-13 4:00,20.1,92,0,36.6,128.2,0
E79051H0N147805,2022-09-13 5:00,20,93,0,36.6,128.2,0
E79051H0N147805,2022-09-13 6:00,19.8,93,0,36.6,128.2,0
E79051H0N147805,2022-09-13 7:00,20.1,92,0,36.6,128.2,0
E79051H0N147805,2022-09-13 8:00,20.8,91,0,36.6,128.2,0
E79051H0N147805,2022-09-13 9:00,23.2,80,0,36.6,128.2,0
E79051H0N147805,2022-09-13 10:00,24.3,74,0,36.6,128.2,0
E79051H0N147805,2022-09-13 11:00,25.7,63,0,36.6,128.2,0
E79051H0N147805,2022-09-13 12:00,26.7,61,0,36.6,128.2,0
E79051H0N147805,2022-09-13 13:00,27.6,60,0,36.6,128.2,0
E79051H0N147805,2022-09-13 14:00,28.2,59,0,36.6,128.2,0
E79051H0N147805,2022-09-13 15:00,28.2,55,0,36.6,128.2,0
E79051H0N147805,2022-09-13 16:00,28.1,46,0,36.6,128.2,0
E79051H0N147805,2022-09-13 17:00,27.6,46,0,36.6,128.2,0
E79051H0N147805,2022-09-13 18:00,26.4,52,0,36.6,128.2,0
E79051H0N147805,2022-09-13 19:00,25.4,55,0,36.6,128.2,0
E79051H0N147805,2022-09-13 20:00,24.5,59,0,36.6,128.2,0
E79051H0N147805,2022-09-13 21:00,24.5,48,0,36.6,128.2,0
E79051H0N147805,2022-09-13 22:00,23.6,47,0,36.6,128.2,0
E79051H0N147805,2022-09-13 23:00,22.3,53,0,36.6,128.2,0
E79051H0N147805,2022-09-14 0:00,22,53,0,36.6,128.2,0
E79051H0N147805,2022-09-14 1:00,21.3,57,0,36.6,128.2,0
E79051H0N147805,2022-09-14 2:00,21.5,56,0,36.6,128.2,0
E79051H0N147805,2022-09-14 3:00,19.1,73,0,36.6,128.2,0
E79051H0N147805,2022-09-14 4:00,18.9,75,0,36.6,128.2,0
E79051H0N147805,2022-09-14 5:00,18.8,76,0,36.6,128.2,0
E79051H0N147805,2022-09-14 6:00,18.3,80,0,36.6,128.2,0
E79051H0N147805,2022-09-14 7:00,19.5,73,0,36.6,128.2,0
E79051H0N147805,2022-09-14 8:00,22.6,54,0,36.6,128.2,0
E79051H0N147805,2022-09-14 9:00,23.7,47,0,36.6,128.2,0
E79051H0N147805,2022-09-14 10:00,24.7,49,0,36.6,128.2,0
E79051H0N147805,2022-09-14 11:00,24.8,48,0,36.6,128.2,0
E79051H0N147805,2022-09-14 12:00,26.5,48,0,36.6,128.2,0
E79051H0N147805,2022-09-14 13:00,27.7,42,0,36.6,128.2,0
E79051H0N147805,2022-09-14 14:00,27.9,41,0,36.6,128.2,0
E79051H0N147805,2022-09-14 15:00,27.8,39,0,36.6,128.2,0
E79051H0N147805,2022-09-14 16:00,27.7,41,0,36.6,128.2,0
E79051H0N147805,2022-09-14 17:00,26.5,44,0,36.6,128.2,0
E79051H0N147805,2022-09-14 18:00,25.5,48,0,36.6,128.2,0
E79051H0N147805,2022-09-14 19:00,24.4,54,0,36.6,128.2,0
E79051H0N147805,2022-09-14 20:00,23.5,59,0,36.6,128.2,0
E79051H0N147805,2022-09-14 21:00,22.2,66,0,36.6,128.2,0
E79051H0N147805,2022-09-14 22:00,20.5,76,0,36.6,128.2,0
E79051H0N147805,2022-09-14 23:00,19.7,79,0,36.6,128.2,0
E79051H0N147805,2022-09-15 0:00,19.2,82,0,36.6,128.2,0
E79051H0N147805,2022-09-15 1:00,18.8,85,0,36.6,128.2,0
E79051H0N147805,2022-09-15 2:00,18.6,86,0,36.6,128.2,0
E79051H0N147805,2022-09-15 3:00,18.3,87,0,36.6,128.2,0
E79051H0N147805,2022-09-15 4:00,17.9,89,0,36.6,128.2,0
E79051H0N147805,2022-09-15 5:00,17.6,91,0,36.6,128.2,0
E79051H0N147805,2022-09-15 6:00,17.5,91,0,36.6,128.2,0
E79051H0N147805,2022-09-15 7:00,18.3,88,0,36.6,128.2,0
E79051H0N147805,2022-09-15 8:00,21.1,74,0,36.6,128.2,0
E79051H0N147805,2022-09-15 9:00,23.3,64,0,36.6,128.2,0
E79051H0N147805,2022-09-15 10:00,24.3,59,0,36.6,128.2,0
E79051H0N147805,2022-09-15 11:00,25.6,56,0,36.6,128.2,0
E79051H0N147805,2022-09-15 12:00,27.8,54,0,36.6,128.2,0
E79051H0N147805,2022-09-15 13:00,28.3,51,0,36.6,128.2,0
E79051H0N147805,2022-09-15 14:00,29.1,51,0,36.6,128.2,0
E79051H0N147805,2022-09-15 15:00,28.5,52,0,36.6,128.2,0
E79051H0N147805,2022-09-15 16:00,28.6,55,0,36.6,128.2,0
E79051H0N147805,2022-09-15 17:00,27.8,57,0,36.6,128.2,0
E79051H0N147805,2022-09-15 18:00,25.7,61,0,36.6,128.2,0
E79051H0N147805,2022-09-15 19:00,24.6,64,0,36.6,128.2,0
E79051H0N147805,2022-09-15 20:00,23.6,65,0,36.6,128.2,0
E79051H0N147805,2022-09-15 21:00,22.5,69,0,36.6,128.2,0
E79051H0N147805,2022-09-15 22:00,22,69,0,36.6,128.2,0
E79051H0N147805,2022-09-15 23:00,21.6,72,0,36.6,128.2,0
E79051H0N147805,2022-09-16 0:00,21.5,73,0,36.6,128.2,0
E79051H0N147805,2022-09-16 1:00,21.1,75,0,36.6,128.2,0
E79051H0N147805,2022-09-16 2:00,20.9,76,0,36.6,128.2,0
E79051H0N147805,2022-09-16 3:00,20.9,76,0,36.6,128.2,0
